DimArray,processes,generateArray_time,countingSort_time,elapsed
100000000,2,0.843271,0.204652,1.047923
100000000,2,0.841229,0.211456,1.052685
100000000,2,0.843178,0.208403,1.051581
100000000,2,0.834491,0.206308,1.040799
100000000,2,0.841744,0.216811,1.058555
100000000,2,0.841064,0.219001,1.060065
100000000,2,0.841974,0.217950,1.059924
100000000,2,0.843806,0.206801,1.050607
100000000,2,0.833618,0.203865,1.037483
100000000,2,0.846949,0.212186,1.059135
100000000,2,0.833011,0.206978,1.039989
100000000,2,0.836757,0.205659,1.042416
100000000,2,0.837615,0.202562,1.040177
100000000,2,0.839247,0.219376,1.058623
100000000,2,0.832466,0.216075,1.048541
100000000,2,0.841320,0.207271,1.048591
100000000,2,0.836156,0.203302,1.039458
100000000,2,0.840747,0.220094,1.060841
100000000,2,0.839486,0.219103,1.058589
100000000,2,0.842373,0.205461,1.047834
100000000,2,0.836863,0.204728,1.041591
100000000,2,0.843693,0.216057,1.059750
100000000,2,0.841664,0.206860,1.048524
100000000,2,0.842828,0.205537,1.048365
100000000,2,0.833809,0.208214,1.042023
100000000,2,0.831577,0.205218,1.036795
100000000,2,0.839826,0.217088,1.056914
100000000,2,0.834624,0.210517,1.045141
100000000,2,0.844210,0.212296,1.056506
100000000,2,0.830384,0.202628,1.033012
100000000,2,0.831640,0.218453,1.050093
100000000,2,0.831289,0.218612,1.049901
100000000,2,0.829679,0.204730,1.034409
100000000,2,0.837109,0.202691,1.039800
100000000,2,0.829912,0.216576,1.046488
100000000,2,0.840507,0.203751,1.044258
100000000,2,0.839154,0.218653,1.057807
100000000,2,0.840850,0.207540,1.048390
100000000,2,0.840555,0.204733,1.045288
100000000,2,0.835135,0.204406,1.039541
100000000,2,0.841465,0.205252,1.046717
100000000,2,0.843285,0.214665,1.057950
100000000,2,0.834331,0.202716,1.037047
100000000,2,0.842893,0.216775,1.059668
100000000,2,0.833682,0.204490,1.038172
100000000,2,0.835406,0.205866,1.041272
100000000,2,0.828206,0.205015,1.033221
100000000,2,0.831289,0.217736,1.049025
100000000,2,0.834601,0.213469,1.048070
100000000,2,0.844579,0.214388,1.058967
