DimArray,processes,generateArray_time,countingSort_time,elapsed
150000000,1,1.069043,0.251252,1.320295
150000000,1,1.059251,0.249271,1.308522
150000000,1,1.072734,0.255697,1.328431
150000000,1,1.060058,0.252311,1.312369
150000000,1,1.060742,0.251921,1.312663
150000000,1,1.060315,0.248805,1.309120
150000000,1,1.059391,0.250069,1.309460
150000000,1,1.063729,0.254181,1.317910
150000000,1,1.059298,0.249939,1.309237
150000000,1,1.060822,0.251010,1.311832
150000000,1,1.060279,0.250247,1.310526
150000000,1,1.064233,0.251016,1.315249
150000000,1,1.060385,0.250537,1.310922
150000000,1,1.059838,0.249511,1.309349
150000000,1,1.065035,0.251631,1.316666
150000000,1,1.058827,0.249463,1.308290
150000000,1,1.060588,0.249665,1.310253
150000000,1,1.059159,0.249099,1.308258
150000000,1,1.064749,0.251454,1.316203
150000000,1,1.060812,0.250321,1.311133
150000000,1,1.059982,0.249160,1.309142
150000000,1,1.061163,0.249534,1.310697
150000000,1,1.069043,0.249343,1.318386
150000000,1,1.061936,0.248771,1.310707
150000000,1,1.059221,0.249134,1.308355
150000000,1,1.065396,0.253129,1.318525
150000000,1,1.059719,0.249362,1.309081
150000000,1,1.060306,0.249162,1.309468
150000000,1,1.060632,0.250940,1.311572
150000000,1,1.064923,0.248999,1.313922
150000000,1,1.066797,0.250145,1.316942
150000000,1,1.061904,0.248805,1.310709
150000000,1,1.063385,0.252698,1.316083
150000000,1,1.061935,0.249997,1.311932
150000000,1,1.060779,0.249824,1.310603
150000000,1,1.061990,0.251387,1.313377
150000000,1,1.060961,0.250322,1.311283
150000000,1,1.062311,0.249293,1.311604
150000000,1,1.059070,0.248759,1.307829
150000000,1,1.062881,0.251400,1.314281
150000000,1,1.059560,0.252512,1.312072
150000000,1,1.058973,0.249562,1.308535
150000000,1,1.060901,0.248136,1.309037
150000000,1,1.064643,0.251220,1.315863
150000000,1,1.062072,0.249257,1.311329
150000000,1,1.059151,0.249594,1.308745
150000000,1,1.062657,0.249872,1.312529
150000000,1,1.061370,0.250109,1.311479
150000000,1,1.059323,0.248883,1.308206
150000000,1,1.059701,0.248844,1.308545
