DimArray,processes,generateArray_time,countingSort_time,elapsed
150000000,1,1.062100,0.114405,1.176505
150000000,1,1.062288,0.114392,1.176680
150000000,1,1.072501,0.114341,1.186842
150000000,1,1.063701,0.114473,1.178174
150000000,1,1.060906,0.114470,1.175376
150000000,1,1.059351,0.114407,1.173758
150000000,1,1.061757,0.115150,1.176907
150000000,1,1.059765,0.114464,1.174229
150000000,1,1.059936,0.114449,1.174385
150000000,1,1.059114,0.114487,1.173601
150000000,1,1.065582,0.114575,1.180157
150000000,1,1.059724,0.119076,1.178800
150000000,1,1.059187,0.114438,1.173625
150000000,1,1.059776,0.114802,1.174578
150000000,1,1.066188,0.114481,1.180669
150000000,1,1.060460,0.114477,1.174937
150000000,1,1.057791,0.115408,1.173199
150000000,1,1.062527,0.114502,1.177029
150000000,1,1.061384,0.114370,1.175754
150000000,1,1.064647,0.114416,1.179063
150000000,1,1.059624,0.114384,1.174008
150000000,1,1.064658,0.114504,1.179162
150000000,1,1.060820,0.114346,1.175166
150000000,1,1.060773,0.114438,1.175211
150000000,1,1.059948,0.116131,1.176079
150000000,1,1.060310,0.114457,1.174767
150000000,1,1.065106,0.114345,1.179451
150000000,1,1.058324,0.114336,1.172660
150000000,1,1.061445,0.114319,1.175764
150000000,1,1.065430,0.114720,1.180150
150000000,1,1.059628,0.114451,1.174079
150000000,1,1.058830,0.114524,1.173354
150000000,1,1.064179,0.114535,1.178714
150000000,1,1.060762,0.114349,1.175111
150000000,1,1.059296,0.114409,1.173705
150000000,1,1.059178,0.116300,1.175478
150000000,1,1.061391,0.114469,1.175860
150000000,1,1.060325,0.118152,1.178477
150000000,1,1.058699,0.114376,1.173075
150000000,1,1.062339,0.114877,1.177216
150000000,1,1.063717,0.114376,1.178093
150000000,1,1.059994,0.114391,1.174385
150000000,1,1.060163,0.114494,1.174657
150000000,1,1.063066,0.114419,1.177485
150000000,1,1.060778,0.114496,1.175274
150000000,1,1.058449,0.114520,1.172969
150000000,1,1.062851,0.114642,1.177493
150000000,1,1.061388,0.114453,1.175841
150000000,1,1.063188,0.114405,1.177593
150000000,1,1.059139,0.114459,1.173598
