DimArray,processes,generateArray_time,countingSort_time,elapsed
200000000,8,0.376308,0.252736,0.629044
200000000,8,0.381821,0.253357,0.635178
200000000,8,0.380157,0.248249,0.628406
200000000,8,0.392848,0.247346,0.640194
200000000,8,0.388371,0.244120,0.632491
200000000,8,0.393711,0.244968,0.638679
200000000,8,0.387767,0.247343,0.635110
200000000,8,0.384814,0.244872,0.629686
200000000,8,0.382012,0.246649,0.628661
200000000,8,0.378184,0.246020,0.624204
200000000,8,0.377854,0.248944,0.626798
200000000,8,0.385174,0.246810,0.631984
200000000,8,0.376264,0.247098,0.623362
200000000,8,0.375924,0.245543,0.621467
200000000,8,0.378255,0.248846,0.627101
200000000,8,0.375090,0.245405,0.620495
200000000,8,0.371847,0.248381,0.620228
200000000,8,0.384869,0.250367,0.635236
200000000,8,0.376302,0.245491,0.621793
200000000,8,0.386674,0.246372,0.633046
200000000,8,0.381188,0.244790,0.625978
200000000,8,0.386250,0.252030,0.638280
200000000,8,0.376587,0.250642,0.627229
200000000,8,0.378458,0.248791,0.627249
200000000,8,0.387284,0.249064,0.636348
200000000,8,0.389081,0.243788,0.632869
200000000,8,0.379355,0.246486,0.625841
200000000,8,0.375189,0.244936,0.620125
200000000,8,0.378531,0.248167,0.626698
200000000,8,0.379977,0.256711,0.636688
200000000,8,0.380082,0.245092,0.625174
200000000,8,0.394341,0.244701,0.639042
200000000,8,0.381060,0.250008,0.631068
200000000,8,0.380277,0.245942,0.626219
200000000,8,0.385498,0.251148,0.636646
200000000,8,0.385855,0.247130,0.632985
200000000,8,0.389434,0.248087,0.637521
200000000,8,0.378202,0.248507,0.626709
200000000,8,0.376534,0.247474,0.624008
200000000,8,0.387077,0.249457,0.636534
200000000,8,0.380982,0.246767,0.627749
200000000,8,0.380149,0.247504,0.627653
200000000,8,0.379711,0.246415,0.626126
200000000,8,0.375923,0.245000,0.620923
200000000,8,0.385901,0.248026,0.633927
200000000,8,0.376944,0.247421,0.624365
200000000,8,0.371498,0.247527,0.619025
200000000,8,0.373470,0.248321,0.621791
200000000,8,0.379490,0.243944,0.623434
200000000,8,0.370986,0.246808,0.617794
