DimArray,processes,generateArray_time,countingSort_time,elapsed
200000000,2,1.648942,0.418827,2.067769
200000000,2,1.659161,0.405932,2.065093
200000000,2,1.651491,0.411309,2.062800
200000000,2,1.665282,0.411082,2.076364
200000000,2,1.660332,0.410707,2.071039
200000000,2,1.669876,0.412424,2.082300
200000000,2,1.653918,0.413316,2.067234
200000000,2,1.649202,0.409223,2.058425
200000000,2,1.670140,0.413209,2.083349
200000000,2,1.649757,0.427536,2.077293
200000000,2,1.664049,0.413095,2.077144
200000000,2,1.657820,0.412438,2.070258
200000000,2,1.658066,0.410295,2.068361
200000000,2,1.665083,0.412965,2.078048
200000000,2,1.647448,0.415701,2.063149
200000000,2,1.651791,0.411441,2.063232
200000000,2,1.651463,0.410583,2.062046
200000000,2,1.671831,0.411081,2.082912
200000000,2,1.651436,0.409916,2.061352
200000000,2,1.656536,0.412373,2.068909
200000000,2,1.656932,0.413207,2.070139
200000000,2,1.643656,0.411825,2.055481
200000000,2,1.665007,0.411930,2.076937
200000000,2,1.667212,0.413156,2.080368
200000000,2,1.653509,0.413249,2.066758
200000000,2,1.646807,0.426113,2.072920
200000000,2,1.646796,0.412146,2.058942
200000000,2,1.646785,0.412674,2.059459
200000000,2,1.643321,0.409381,2.052702
200000000,2,1.670968,0.410919,2.081887
200000000,2,1.648956,0.407924,2.056880
200000000,2,1.654645,0.410712,2.065357
200000000,2,1.660174,0.409547,2.069721
200000000,2,1.647342,0.412209,2.059551
200000000,2,1.642286,0.415226,2.057512
200000000,2,1.653422,0.411320,2.064742
200000000,2,1.658966,0.411714,2.070680
200000000,2,1.649403,0.412016,2.061419
200000000,2,1.658859,0.415825,2.074684
200000000,2,1.651589,0.413925,2.065514
200000000,2,1.666125,0.414539,2.080664
200000000,2,1.647375,0.416680,2.064055
200000000,2,1.663851,0.412184,2.076035
200000000,2,1.645079,0.410647,2.055726
200000000,2,1.653168,0.411580,2.064748
200000000,2,1.653698,0.412733,2.066431
200000000,2,1.652083,0.411924,2.064007
200000000,2,1.667757,0.408391,2.076148
200000000,2,1.658107,0.410216,2.068323
200000000,2,1.648388,0.413005,2.061393
