DimArray,processes,generateArray_time,countingSort_time,elapsed
200000000,1,1.419792,0.152479,1.572271
200000000,1,1.416133,0.152879,1.569012
200000000,1,1.424965,0.152668,1.577633
200000000,1,1.416483,0.152459,1.568942
200000000,1,1.411140,0.152415,1.563555
200000000,1,1.413036,0.152392,1.565428
200000000,1,1.416905,0.152571,1.569476
200000000,1,1.411391,0.152657,1.564048
200000000,1,1.414035,0.152435,1.566470
200000000,1,1.416493,0.152352,1.568845
200000000,1,1.414342,0.152485,1.566827
200000000,1,1.414007,0.152669,1.566676
200000000,1,1.418044,0.152437,1.570481
200000000,1,1.418823,0.152423,1.571246
200000000,1,1.411706,0.154947,1.566653
200000000,1,1.413857,0.153227,1.567084
200000000,1,1.413081,0.152415,1.565496
200000000,1,1.413277,0.154475,1.567752
200000000,1,1.416052,0.152511,1.568563
200000000,1,1.418139,0.152307,1.570446
200000000,1,1.413242,0.157282,1.570524
200000000,1,1.413683,0.152522,1.566205
200000000,1,1.416450,0.152455,1.568905
200000000,1,1.417532,0.155962,1.573494
200000000,1,1.415762,0.152648,1.568410
200000000,1,1.416949,0.152449,1.569398
200000000,1,1.415253,0.152911,1.568164
200000000,1,1.420375,0.152549,1.572924
200000000,1,1.411434,0.152494,1.563928
200000000,1,1.415794,0.153306,1.569100
200000000,1,1.414357,0.152560,1.566917
200000000,1,1.415040,0.152633,1.567673
200000000,1,1.417829,0.153397,1.571226
200000000,1,1.411200,0.152388,1.563588
200000000,1,1.413292,0.152705,1.565997
200000000,1,1.419450,0.152392,1.571842
200000000,1,1.413731,0.152657,1.566388
200000000,1,1.412603,0.152449,1.565052
200000000,1,1.415916,0.152669,1.568585
200000000,1,1.413910,0.152404,1.566314
200000000,1,1.412218,0.152568,1.564786
200000000,1,1.416731,0.152840,1.569571
200000000,1,1.414594,0.152575,1.567169
200000000,1,1.411971,0.152454,1.564425
200000000,1,1.417527,0.152570,1.570097
200000000,1,1.413047,0.152570,1.565617
200000000,1,1.413931,0.152461,1.566392
200000000,1,1.415230,0.152596,1.567826
200000000,1,1.414575,0.152331,1.566906
200000000,1,1.414507,0.152657,1.567164
