DimArray,processes,generateArray_time,countingSort_time,elapsed
50000000,8,0.094854,0.072214,0.167068
50000000,8,0.095196,0.069554,0.164750
50000000,8,0.098611,0.069264,0.167875
50000000,8,0.096258,0.069988,0.166246
50000000,8,0.094566,0.069420,0.163986
50000000,8,0.094564,0.071647,0.166211
50000000,8,0.095261,0.071755,0.167016
50000000,8,0.114528,0.083716,0.198244
50000000,8,0.094395,0.075876,0.170271
50000000,8,0.094997,0.069572,0.164569
50000000,8,0.095153,0.071448,0.166601
50000000,8,0.094652,0.071658,0.166310
50000000,8,0.094113,0.071893,0.166006
50000000,8,0.094722,0.070870,0.165592
50000000,8,0.094835,0.071010,0.165845
50000000,8,0.095707,0.069456,0.165163
50000000,8,0.094967,0.072010,0.166977
50000000,8,0.096021,0.070024,0.166045
50000000,8,0.095873,0.071240,0.167113
50000000,8,0.095951,0.070456,0.166407
50000000,8,0.095730,0.069297,0.165027
50000000,8,0.095200,0.071394,0.166594
50000000,8,0.095541,0.070579,0.166120
50000000,8,0.094588,0.072190,0.166778
50000000,8,0.094285,0.072053,0.166338
50000000,8,0.094865,0.070052,0.164917
50000000,8,0.094368,0.070047,0.164415
50000000,8,0.096552,0.069851,0.166403
50000000,8,0.095447,0.069787,0.165234
50000000,8,0.094528,0.071297,0.165825
50000000,8,0.095405,0.071105,0.166510
50000000,8,0.095833,0.069619,0.165452
50000000,8,0.095340,0.070138,0.165478
50000000,8,0.095185,0.069832,0.165017
50000000,8,0.095707,0.069593,0.165300
50000000,8,0.094306,0.071733,0.166039
50000000,8,0.095254,0.069912,0.165166
50000000,8,0.094567,0.072442,0.167009
50000000,8,0.096240,0.069725,0.165965
50000000,8,0.094985,0.070655,0.165640
50000000,8,0.094637,0.071474,0.166111
50000000,8,0.104667,0.071628,0.176295
50000000,8,0.095714,0.069580,0.165294
50000000,8,0.095143,0.069501,0.164644
50000000,8,0.099606,0.070988,0.170594
50000000,8,0.094924,0.072272,0.167196
50000000,8,0.107924,0.070081,0.178005
50000000,8,0.094343,0.072401,0.166744
50000000,8,0.094874,0.069935,0.164809
50000000,8,0.094378,0.071712,0.166090
