DimArray,processes,generateArray_time,countingSort_time,elapsed
100000000,8,0.187177,0.191477,0.378654
100000000,8,0.195250,0.192858,0.388108
100000000,8,0.194618,0.190295,0.384913
100000000,8,0.195285,0.190487,0.385772
100000000,8,0.186657,0.192320,0.378977
100000000,8,0.207374,0.194852,0.402226
100000000,8,0.191976,0.194766,0.386742
100000000,8,0.190762,0.190437,0.381199
100000000,8,0.193695,0.193485,0.387180
100000000,8,0.194887,0.190952,0.385839
100000000,8,0.192923,0.191448,0.384371
100000000,8,0.203732,0.192070,0.395802
100000000,8,0.192349,0.191133,0.383482
100000000,8,0.192005,0.192180,0.384185
100000000,8,0.191271,0.195060,0.386331
100000000,8,0.194290,0.191314,0.385604
100000000,8,0.189351,0.192355,0.381706
100000000,8,0.191826,0.193655,0.385481
100000000,8,0.195147,0.191784,0.386931
100000000,8,0.191475,0.191372,0.382847
100000000,8,0.190374,0.192863,0.383237
100000000,8,0.192170,0.190945,0.383115
100000000,8,0.190482,0.191644,0.382126
100000000,8,0.191433,0.192441,0.383874
100000000,8,0.190122,0.191076,0.381198
100000000,8,0.192975,0.191544,0.384519
100000000,8,0.190904,0.190577,0.381481
100000000,8,0.190487,0.191431,0.381918
100000000,8,0.190066,0.190649,0.380715
100000000,8,0.193015,0.191395,0.384410
100000000,8,0.192025,0.197377,0.389402
100000000,8,0.191968,0.192017,0.383985
100000000,8,0.189702,0.192869,0.382571
100000000,8,0.188939,0.191996,0.380935
100000000,8,0.188986,0.191546,0.380532
100000000,8,0.187965,0.190708,0.378673
100000000,8,0.189579,0.191544,0.381123
100000000,8,0.197510,0.190325,0.387835
100000000,8,0.190041,0.192484,0.382525
100000000,8,0.189788,0.192765,0.382553
100000000,8,0.189550,0.190338,0.379888
100000000,8,0.189330,0.192159,0.381489
100000000,8,0.189210,0.192312,0.381522
100000000,8,0.189329,0.193182,0.382511
100000000,8,0.190570,0.192696,0.383266
100000000,8,0.189296,0.191748,0.381044
100000000,8,0.190302,0.194560,0.384862
100000000,8,0.189602,0.190893,0.380495
100000000,8,0.189639,0.190846,0.380485
100000000,8,0.191997,0.191433,0.383430
