DimArray,processes,generateArray_time,countingSort_time,elapsed
100000000,16,0.410091,0.235526,0.645617
100000000,16,0.273185,0.304194,0.577379
100000000,16,0.358673,0.342907,0.701580
100000000,16,0.404032,0.273367,0.677399
100000000,16,0.389158,0.301324,0.690482
100000000,16,0.420697,0.273311,0.694008
100000000,16,0.419432,0.301614,0.721046
100000000,16,0.416015,0.261693,0.677708
100000000,16,0.505682,0.321289,0.826971
100000000,16,0.354403,0.340178,0.694581
100000000,16,0.351584,0.361597,0.713181
100000000,16,0.322439,0.336717,0.659156
100000000,16,0.397561,0.299715,0.697276
100000000,16,0.481101,0.281633,0.762734
100000000,16,0.294842,0.364509,0.659351
100000000,16,0.371113,0.371657,0.742770
100000000,16,0.393652,0.230113,0.623765
100000000,16,0.357815,0.267234,0.625049
100000000,16,0.355429,0.314897,0.670326
100000000,16,0.381963,0.278205,0.660168
100000000,16,0.353649,0.333898,0.687547
100000000,16,0.344043,0.447945,0.791988
100000000,16,0.368840,0.424241,0.793081
100000000,16,0.427277,0.306550,0.733827
100000000,16,0.428856,0.283596,0.712452
100000000,16,0.429837,0.244280,0.674117
100000000,16,0.531479,0.316527,0.848006
100000000,16,0.312691,0.182998,0.495689
100000000,16,0.365124,0.432640,0.797764
100000000,16,0.365642,0.220710,0.586352
100000000,16,0.426598,0.339211,0.765809
100000000,16,0.310152,0.347365,0.657517
100000000,16,0.364805,0.247633,0.612438
100000000,16,0.442521,0.287298,0.729819
100000000,16,0.345226,0.314490,0.659716
100000000,16,0.535955,0.313188,0.849143
100000000,16,0.471534,0.285978,0.757512
100000000,16,0.386152,0.270516,0.656668
100000000,16,0.278881,0.438781,0.717662
100000000,16,0.371265,0.208826,0.580091
100000000,16,0.442391,0.267975,0.710366
100000000,16,0.349632,0.264669,0.614301
100000000,16,0.505703,0.295082,0.800785
100000000,16,0.487008,0.311688,0.798696
100000000,16,0.370104,0.296112,0.666216
100000000,16,0.297403,0.275700,0.573103
100000000,16,0.404673,0.188310,0.592983
100000000,16,0.434267,0.305044,0.739311
100000000,16,0.286916,0.240912,0.527828
100000000,16,0.392185,0.187787,0.579972
