DimArray,processes,generateArray_time,countingSort_time,elapsed
200000000,8,0.383477,0.387291,0.770768
200000000,8,0.381837,0.381022,0.762859
200000000,8,0.359947,0.389248,0.749195
200000000,8,0.368634,0.390504,0.759138
200000000,8,0.373498,0.387300,0.760798
200000000,8,0.367802,0.388982,0.756784
200000000,8,0.363131,0.386569,0.749700
200000000,8,0.365619,0.389318,0.754937
200000000,8,0.368092,0.385932,0.754024
200000000,8,0.369755,0.386822,0.756577
200000000,8,0.379129,0.385167,0.764296
200000000,8,0.375294,0.384548,0.759842
200000000,8,0.385475,0.390175,0.775650
200000000,8,0.371620,0.384457,0.756077
200000000,8,0.376508,0.390718,0.767226
200000000,8,0.378104,0.387738,0.765842
200000000,8,0.373868,0.385284,0.759152
200000000,8,0.375757,0.392705,0.768462
200000000,8,0.375655,0.385607,0.761262
200000000,8,0.376879,0.388543,0.765422
200000000,8,0.377519,0.385515,0.763034
200000000,8,0.373169,0.393409,0.766578
200000000,8,0.375769,0.381875,0.757644
200000000,8,0.377667,0.389868,0.767535
200000000,8,0.374904,0.384101,0.759005
200000000,8,0.385083,0.387658,0.772741
200000000,8,0.378832,0.388592,0.767424
200000000,8,0.380542,0.389314,0.769856
200000000,8,0.372244,0.384954,0.757198
200000000,8,0.370618,0.385979,0.756597
200000000,8,0.389682,0.388001,0.777683
200000000,8,0.380295,0.389157,0.769452
200000000,8,0.372454,0.385419,0.757873
200000000,8,0.377495,0.386580,0.764075
200000000,8,0.370594,0.388944,0.759538
200000000,8,0.375928,0.384152,0.760080
200000000,8,0.375851,0.388727,0.764578
200000000,8,0.376680,0.387184,0.763864
200000000,8,0.371623,0.385327,0.756950
200000000,8,0.372896,0.388558,0.761454
200000000,8,0.372467,0.388640,0.761107
200000000,8,0.375274,0.386836,0.762110
200000000,8,0.374545,0.389221,0.763766
200000000,8,0.379877,0.384803,0.764680
200000000,8,0.373570,0.383602,0.757172
200000000,8,0.377264,0.388178,0.765442
200000000,8,0.376496,0.385603,0.762099
200000000,8,0.373906,0.390217,0.764123
200000000,8,0.379795,0.386596,0.766391
200000000,8,0.375157,0.389636,0.764793
