DimArray,processes,generateArray_time,countingSort_time,elapsed
150000000,16,0.535717,0.375415,0.911132
150000000,16,0.554595,0.483415,1.038010
150000000,16,0.522788,0.411100,0.933888
150000000,16,0.477429,0.363373,0.840802
150000000,16,0.519354,0.524616,1.043970
150000000,16,0.540849,0.296923,0.837772
150000000,16,0.434770,0.424457,0.859227
150000000,16,0.521016,0.307415,0.828431
150000000,16,0.536109,0.372384,0.908493
150000000,16,0.494862,0.366795,0.861657
150000000,16,0.506940,0.302259,0.809199
150000000,16,0.500522,0.406221,0.906743
150000000,16,0.515100,0.287612,0.802712
150000000,16,0.493773,0.433574,0.927347
150000000,16,0.512272,0.449289,0.961561
150000000,16,0.688025,0.322317,1.010342
150000000,16,0.476153,0.337091,0.813244
150000000,16,0.610952,0.464854,1.075806
150000000,16,0.526957,0.401969,0.928926
150000000,16,0.554187,0.281759,0.835946
150000000,16,0.491706,0.354405,0.846111
150000000,16,0.464070,0.463702,0.927772
150000000,16,0.495552,0.305194,0.800746
150000000,16,0.481802,0.426247,0.908049
150000000,16,0.547743,0.245765,0.793508
150000000,16,0.453001,0.330838,0.783839
150000000,16,0.452709,0.297109,0.749818
150000000,16,0.480734,0.343995,0.824729
150000000,16,0.570967,0.392423,0.963390
150000000,16,0.447940,0.415439,0.863379
150000000,16,0.455270,0.370674,0.825944
150000000,16,0.511258,0.467089,0.978347
150000000,16,0.449995,0.425785,0.875780
150000000,16,0.501909,0.365506,0.867415
150000000,16,0.492445,0.331971,0.824416
150000000,16,0.463156,0.428289,0.891445
150000000,16,0.511699,0.367019,0.878718
150000000,16,0.454827,0.409695,0.864522
150000000,16,0.550356,0.470033,1.020389
150000000,16,0.453231,0.309597,0.762828
150000000,16,0.408351,0.503219,0.911570
150000000,16,0.442057,0.279475,0.721532
150000000,16,0.489673,0.387517,0.877190
150000000,16,0.552232,0.399011,0.951243
150000000,16,0.424921,0.457924,0.882845
150000000,16,0.448267,0.294815,0.743082
150000000,16,0.619349,0.378315,0.997664
150000000,16,0.518110,0.385639,0.903749
150000000,16,0.512813,0.277654,0.790467
150000000,16,0.524389,0.324921,0.849310
