DimArray,processes,generateArray_time,countingSort_time,elapsed
200000000,8,0.346400,0.286503,0.632903
200000000,8,0.351354,0.290165,0.641519
200000000,8,0.342964,0.284373,0.627337
200000000,8,0.353549,0.313114,0.666663
200000000,8,0.339434,0.295196,0.634630
200000000,8,0.336942,0.288107,0.625049
200000000,8,0.337572,0.286981,0.624553
200000000,8,0.346442,0.292504,0.638946
200000000,8,0.350048,0.285864,0.635912
200000000,8,0.345474,0.292545,0.638019
200000000,8,0.343397,0.293526,0.636923
200000000,8,0.339792,0.286420,0.626212
200000000,8,0.346477,0.289254,0.635731
200000000,8,0.346824,0.292288,0.639112
200000000,8,0.345441,0.288881,0.634322
200000000,8,0.343819,0.292190,0.636009
200000000,8,0.339684,0.292054,0.631738
200000000,8,0.345690,0.292434,0.638124
200000000,8,0.344173,0.293191,0.637364
200000000,8,0.344231,0.293254,0.637485
200000000,8,0.340869,0.295619,0.636488
200000000,8,0.347822,0.289874,0.637696
200000000,8,0.346312,0.286169,0.632481
200000000,8,0.347733,0.286661,0.634394
200000000,8,0.344326,0.296879,0.641205
200000000,8,0.346362,0.285682,0.632044
200000000,8,0.343749,0.286007,0.629756
200000000,8,0.344824,0.294495,0.639319
200000000,8,0.352469,0.288217,0.640686
200000000,8,0.341443,0.285444,0.626887
200000000,8,0.345079,0.294849,0.639928
200000000,8,0.352754,0.293997,0.646751
200000000,8,0.346700,0.286841,0.633541
200000000,8,0.341697,0.286804,0.628501
200000000,8,0.348251,0.289887,0.638138
200000000,8,0.350730,0.284968,0.635698
200000000,8,0.348111,0.288128,0.636239
200000000,8,0.344135,0.285966,0.630101
200000000,8,0.343845,0.287573,0.631418
200000000,8,0.345892,0.283924,0.629816
200000000,8,0.354916,0.288678,0.643594
200000000,8,0.347365,0.285740,0.633105
200000000,8,0.351453,0.287645,0.639098
200000000,8,0.347511,0.290797,0.638308
200000000,8,0.347492,0.292405,0.639897
200000000,8,0.347170,0.285034,0.632204
200000000,8,0.343567,0.289586,0.633153
200000000,8,0.346453,0.284297,0.630750
200000000,8,0.352002,0.287539,0.639541
200000000,8,0.346005,0.292946,0.638951
