DimArray,processes,generateArray_time,countingSort_time,elapsed
200000000,1,1.422887,0.334344,1.757231
200000000,1,1.422505,0.337434,1.759939
200000000,1,1.414832,0.335315,1.750147
200000000,1,1.413581,0.332743,1.746324
200000000,1,1.411184,0.330910,1.742094
200000000,1,1.414239,0.340125,1.754364
200000000,1,1.423049,0.331771,1.754820
200000000,1,1.434970,0.331729,1.766699
200000000,1,1.420760,0.334225,1.754985
200000000,1,1.412189,0.331407,1.743596
200000000,1,1.412785,0.331798,1.744583
200000000,1,1.416915,0.337023,1.753938
200000000,1,1.416382,0.334762,1.751144
200000000,1,1.414258,0.334044,1.748302
200000000,1,1.414264,0.332319,1.746583
200000000,1,1.417398,0.331923,1.749321
200000000,1,1.418057,0.335598,1.753655
200000000,1,1.412244,0.331263,1.743507
200000000,1,1.412736,0.330939,1.743675
200000000,1,1.416789,0.333769,1.750558
200000000,1,1.416082,0.332556,1.748638
200000000,1,1.414093,0.334377,1.748470
200000000,1,1.416886,0.333506,1.750392
200000000,1,1.416857,0.331566,1.748423
200000000,1,1.415204,0.340872,1.756076
200000000,1,1.415489,0.330452,1.745941
200000000,1,1.413331,0.331616,1.744947
200000000,1,1.419464,0.339572,1.759036
200000000,1,1.426888,0.331794,1.758682
200000000,1,1.416534,0.334800,1.751334
200000000,1,1.417310,0.331704,1.749014
200000000,1,1.414254,0.330599,1.744853
200000000,1,1.414377,0.334809,1.749186
200000000,1,1.415073,0.332300,1.747373
200000000,1,1.414376,0.330909,1.745285
200000000,1,1.431055,0.346055,1.777110
200000000,1,1.426184,0.335235,1.761419
200000000,1,1.414762,0.332165,1.746927
200000000,1,1.418144,0.336805,1.754949
200000000,1,1.412193,0.333628,1.745821
200000000,1,1.414689,0.333101,1.747790
200000000,1,1.413882,0.332875,1.746757
200000000,1,1.419272,0.331316,1.750588
200000000,1,1.415779,0.339963,1.755742
200000000,1,1.433287,0.332565,1.765852
200000000,1,1.417709,0.331806,1.749515
200000000,1,1.418661,0.334126,1.752787
200000000,1,1.412118,0.331594,1.743712
200000000,1,1.414105,0.336668,1.750773
200000000,1,1.419162,0.332632,1.751794
